,Probe Image,Reference Image,Similarity Score,Probe Image Identity,Reference Image Identity,Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,DownwardCropOfTheFaceImage,UpwardCropOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,DownwardCropOfTheFaceImage.scalar,UpwardCropOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,Unnamed: 57,image_name,identity_name
17109,m.0bfwwl_0001,m.0bfwwl_0004,0.52686286,m.0bfwwl,m.0bfwwl,../../../data/tests/images/adults_full_final/m.0bfwwl_0001.jpg,24.985281,163.087507,0.0,0.49142,0.08437,0.130154,0.0,7.608603,-34,0.905111,2.994746,0.0,0.101692,0.006791,0.011544,0.0,0.049448,85.012406,0.368114,2.890727,2.926861,1.229239,1.487312,12.416208,-5.936526,1.121925,13201.962891,0.0,68,34,0,99,50,100.0,100.0,95,18,100,85,100,100,96,99,100,95,68,33,100,100,15,4,95,99,100,97,100,,m.0bfwwl_0001,m.0bfwwl
17679,m.0dlk1wz_0001,m.0dlk1wz_0003,0.5268618,m.0dlk1wz,m.0dlk1wz,../../../data/tests/images/adults_full_final/m.0dlk1wz_0001.jpg,28.051573,24.213447,0.657484,0.192972,0.007121,0.102205,0.0,6.358966,-13,0.945646,0.0,0.0,0.058483,0.006557,0.0,0.0,0.001817,80.137457,0.381258,2.974768,3.024764,1.199974,1.42292,3.279125,-3.296441,-1.022056,-2641.248779,0.0,87,88,88,46,81,100.0,100.0,79,57,100,100,100,98,96,100,100,100,62,40,100,100,12,2,100,100,100,62,100,,m.0dlk1wz_0001,m.0dlk1wz
6961,m.0bv7_5_0001,m.0bv7_5_0005,0.5268383,m.0bv7_5,m.0bv7_5,../../../data/tests/images/adults_full_final/m.0bv7_5_0001.jpg,22.860708,57.516313,0.810811,0.057607,0.000969,0.922731,0.0,4.80981,-32,0.833036,0.0,0.0,0.081835,0.020548,0.0,0.0,0.000651,93.004919,0.365002,2.666667,2.634409,1.246568,1.493142,-0.589308,-0.193324,-0.198938,837.459778,0.0,49,73,94,5,17,38.0,100.0,60,22,100,100,100,100,95,100,100,100,76,31,100,100,18,4,100,100,100,76,100,,m.0bv7_5_0001,m.0bv7_5
20203,m.023zg7_0004,m.023zg7_0006,0.52682376,m.023zg7,m.023zg7,../../../data/tests/images/adults_full_final/m.023zg7_0004.jpg,24.680466,61.451012,0.213958,0.426347,0.081816,0.166382,0.009626,7.44569,-35,0.912764,100.0,0.0,0.025379,0.0,0.0,0.0,0.000956,81.031509,0.362675,2.975309,2.962963,1.247675,1.509618,-1.597876,-2.459916,-1.283659,7125.956055,0.001199,66,71,63,99,51,100.0,51.0,93,17,100,0,100,63,97,100,100,100,63,30,100,100,18,5,100,100,100,92,100,,m.023zg7_0004,m.023zg7
20624,m.02q99nj_0001,m.02q99nj_0003,0.52671796,m.02q99nj,m.02q99nj,../../../data/tests/images/adults_full_final/m.02q99nj_0001.jpg,18.656387,182.872468,0.457959,0.334304,0.041862,0.255471,0.0,7.087846,-34,0.951474,0.0,0.0,0.103469,0.085068,0.0,0.0,0.010486,88.057923,0.386541,2.892652,2.868844,1.183574,1.403473,-17.448822,-7.887668,1.908228,-11394.853516,0.0,16,29,79,94,78,100.0,100.0,89,18,100,100,100,100,87,100,100,99,71,44,100,100,10,2,91,98,100,22,100,,m.02q99nj_0001,m.02q99nj
20632,m.05mrf5k_0004,m.05mrf5k_0002,0.5266981,m.05mrf5k,m.05mrf5k,../../../data/tests/images/adults_full_final/m.05mrf5k_0004.jpg,21.743729,38.566057,0.101928,0.032342,0.00139,0.935909,0.0,4.271043,-20,0.886755,0.0,0.0,0.031923,0.159562,0.0,0.0,0.003623,90.282006,0.423034,2.793103,2.804598,1.063744,1.300132,-15.496414,-2.847526,-0.415621,-9793.8125,0.0,38,82,50,3,24,30.0,100.0,53,44,100,100,100,77,66,100,100,100,73,74,100,100,3,1,93,100,100,28,100,,m.05mrf5k_0004,m.05mrf5k
14809,m.0hnb7lp_0005,m.0hnb7lp_0001,0.5266876,m.0hnb7lp,m.0hnb7lp,../../../data/tests/images/adults_full_final/m.0hnb7lp_0005.jpg,26.11208,32.704776,0.388889,0.12266,0.009016,0.517144,0.0,6.282852,-33,0.877788,0.0,0.0,0.092921,0.146655,0.0,0.0,0.001429,92.529031,0.409124,2.673755,2.673755,1.118242,1.326002,6.098206,-4.742694,0.548213,-13163.379883,0.0,77,84,75,18,89,100.0,100.0,79,20,100,100,100,100,71,100,100,100,76,61,100,100,6,1,99,99,100,16,100,,m.0hnb7lp_0005,m.0hnb7lp
20011,m.03v68s_0003,m.03v68s_0006,0.52665746,m.03v68s,m.03v68s,../../../data/tests/images/adults_full_final/m.03v68s_0003.jpg,21.094275,30.038671,0.392578,0.192043,0.03714,0.491134,0.0,6.727227,-36,0.934624,0.0,0.0,0.035671,0.124206,0.0,0.144967,0.241549,85.675148,0.403061,2.870588,2.835294,1.128863,1.352154,-7.197727,8.406411,-3.354968,-11175.200195,0.0,32,86,76,46,83,100.0,100.0,84,15,100,100,100,83,78,100,86,76,69,56,100,100,6,1,98,98,100,23,100,,m.03v68s_0003,m.03v68s
5047,m.0f0jc3_0002,m.0f0jc3_0001,0.526414,m.0f0jc3,m.0f0jc3,../../../data/tests/images/adults_full_final/m.0f0jc3_0002.jpg,21.063795,117.184307,0.499135,0.264105,0.013974,0.119657,0.0,6.676338,-42,0.97953,100.0,0.0,0.097499,0.092328,0.0,0.0,0.00418,90.718273,0.361259,2.847105,2.800622,1.273326,1.494774,-18.45611,-15.321933,3.515746,-13003.705078,0.0,32,48,81,78,99,100.0,100.0,83,8,100,0,100,100,86,100,100,100,74,29,100,100,22,5,90,93,100,17,100,,m.0f0jc3_0002,m.0f0jc3
14459,m.04ycss1_0001,m.04ycss1_0004,0.5262842,m.04ycss1,m.04ycss1,../../../data/tests/images/adults_full_final/m.04ycss1_0001.jpg,23.179779,69.965549,0.073242,0.10708,0.013055,0.642351,0.0,6.051914,-42,0.934111,0.180094,0.0,0.074784,0.15172,0.0,0.0,5.4e-05,81.687132,0.379346,2.975082,2.962737,1.192843,1.443275,-7.403271,0.695709,-0.979545,-3976.597168,0.020663,52,67,46,13,98,99.0,100.0,76,8,100,99,100,100,69,100,100,100,64,39,100,100,11,3,98,100,100,55,0,,m.04ycss1_0001,m.04ycss1
17959,m.02yf3x_0001,m.02yf3x_0002,0.5262027,m.02yf3x,m.02yf3x,../../../data/tests/images/adults_full_final/m.02yf3x_0001.jpg,21.113642,36.886997,0.334252,0.217525,0.018269,0.177097,0.0,6.883697,-15,0.817472,0.0,0.0,0.055427,0.006469,0.0,0.0,0.003117,80.819479,0.386452,2.974768,3.024764,1.177377,1.410265,8.134877,7.258682,0.900778,-5760.433594,0.306429,33,82,72,59,100,100.0,100.0,86,53,100,100,100,97,96,100,100,100,63,44,100,100,10,2,98,98,100,46,0,,m.02yf3x_0001,m.02yf3x
15193,m.09v762l_0003,m.09v762l_0004,0.52611625,m.09v762l,m.09v762l,../../../data/tests/images/adults_full_final/m.09v762l_0003.jpg,26.461927,4.739016,0.553719,0.108236,0.009299,0.560644,0.0,6.129649,-35,0.813042,0.0,0.0,0.098984,0.123884,0.0,0.0,0.011343,83.855767,0.363804,2.987102,3.075703,1.264418,1.484317,-19.580888,-4.898567,2.205952,-11270.338867,0.0,79,97,84,14,90,100.0,100.0,77,17,100,100,100,100,78,100,100,99,67,30,100,100,20,4,89,99,100,22,100,,m.09v762l_0003,m.09v762l
20716,m.0rpg51n_0001,m.0rpg51n_0003,0.5260274,m.0rpg51n,m.0rpg51n,../../../data/tests/images/adults_full_final/m.0rpg51n_0001.jpg,20.820074,9.289798,0.334775,0.037182,0.001079,0.970464,0.0,4.459218,13,0.934159,0.0,0.0,0.08537,0.006514,0.006494,0.0,0.072448,97.656771,0.383774,2.869794,2.83451,1.179078,1.426619,29.467338,4.601485,3.383494,-4052.425537,0.0,30,95,72,4,19,12.0,100.0,56,90,100,100,100,100,96,99,100,93,80,42,100,100,10,2,76,99,100,55,100,,m.0rpg51n_0001,m.0rpg51n
17913,m.08dt_q_0002,m.08dt_q_0001,0.52601564,m.08dt_q,m.08dt_q,../../../data/tests/images/adults_full_final/m.08dt_q_0002.jpg,21.574553,1.405473,0.217959,0.151949,0.046204,0.520741,0.0,5.609511,-33,0.874068,5.739889,0.582012,0.114738,0.12097,0.0,0.0,0.244613,97.181681,0.413843,2.65576,2.645008,1.105493,1.310885,16.858123,4.145316,2.318436,-3502.200684,0.010574,37,99,63,28,74,100.0,100.0,70,20,100,72,42,100,79,100,100,76,80,65,100,100,5,1,92,99,100,57,100,,m.08dt_q_0002,m.08dt_q
14865,m.020st0_0002,m.020st0_0001,0.5260153,m.020st0,m.020st0,../../../data/tests/images/adults_full_final/m.020st0_0002.jpg,22.614944,20.92009,0.539945,0.045788,0.001462,0.906155,0.0,4.818278,-15,0.925453,0.674364,0.0,0.072992,0.095842,0.0,0.0,0.002815,83.139912,0.391268,2.903404,2.915451,1.150107,1.405686,3.252092,-3.520204,-0.779564,1006.16803,0.0,46,90,83,4,25,48.0,100.0,60,53,100,97,100,100,85,100,100,100,66,47,100,100,8,2,100,100,100,77,100,,m.020st0_0002,m.020st0
12011,m.01n2_7_0003,m.01n2_7_0002,0.52600545,m.01n2_7,m.01n2_7,../../../data/tests/images/adults_full_final/m.01n2_7_0003.jpg,23.288931,84.573132,0.080808,0.181238,0.024122,0.300539,0.0,6.205185,-40,0.928953,0.0,0.0,0.072992,0.072579,0.0,0.0,0.002104,86.366103,0.380462,2.891566,2.927711,1.195913,1.432468,-16.049089,-0.909622,-2.928975,-7964.337891,0.0,53,61,47,41,96,100.0,100.0,78,10,100,100,100,100,89,100,100,100,69,40,100,100,11,2,92,100,100,36,100,,m.01n2_7_0003,m.01n2_7
14175,m.027qqd2_0003,m.027qqd2_0002,0.52598584,m.027qqd2,m.027qqd2,../../../data/tests/images/adults_full_final/m.027qqd2_0003.jpg,18.139135,87.891476,0.25,0.167817,0.009995,0.203422,0.0,6.355945,-9,0.94742,0.0,0.0,0.103623,0.084208,0.0,0.0,0.052968,80.011423,0.356259,2.974768,3.024764,1.284179,1.52277,0.651575,-3.884457,0.901549,-3725.751465,0.0,13,60,66,34,92,100.0,100.0,79,64,100,100,100,100,87,100,100,95,62,27,100,100,24,6,100,100,100,56,100,,m.027qqd2_0003,m.027qqd2
15805,m.02qq_ww_0004,m.02qq_ww_0001,0.5259255,m.02qq_ww,m.02qq_ww,../../../data/tests/images/adults_full_final/m.02qq_ww_0004.jpg,24.18321,119.466762,0.0,0.317768,0.074636,0.366377,0.0,6.994952,-40,0.86962,100.0,0.0,0.099052,0.010778,0.0,0.0,0.003344,77.203347,0.328036,3.103896,3.090909,1.387042,1.661401,-4.159426,-19.729226,1.950464,1676.8927,0.0,61,48,0,91,54,100.0,100.0,87,10,100,0,100,100,96,100,100,100,59,16,100,100,47,20,99,89,100,79,100,,m.02qq_ww_0004,m.02qq_ww
5383,m.0hmv1l8_0002,m.0hmv1l8_0001,0.5257875,m.0hmv1l8,m.0hmv1l8,../../../data/tests/images/adults_full_final/m.0hmv1l8_0002.jpg,27.674107,75.464143,0.803265,0.374642,0.028751,0.035818,0.0,7.416715,-36,0.885794,0.0,0.0,0.085825,0.0,0.0,0.0,0.003999,88.090111,0.366557,2.715734,2.829363,1.2481,1.479988,2.508732,2.636491,0.906098,-6430.841309,0.0,86,65,94,97,91,100.0,100.0,93,15,100,100,100,100,97,100,100,100,71,32,100,100,18,4,100,100,100,43,100,,m.0hmv1l8_0002,m.0hmv1l8
20760,m.0bwjc2c_0004,m.0bwjc2c_0003,0.5256328,m.0bwjc2c,m.0bwjc2c,../../../data/tests/images/adults_full_final/m.0bwjc2c_0004.jpg,22.40012,28.837864,0.538108,0.208199,0.047757,0.428947,0.0,6.587161,8,0.91214,0.0,0.0,0.099748,0.00992,0.014884,0.0,0.099253,81.444036,0.35639,2.999766,2.999766,1.283705,1.522208,-10.781919,-5.765188,0.64709,9332.454102,0.313099,44,86,83,54,73,100.0,100.0,82,86,100,100,100,100,96,99,100,90,64,27,100,100,24,6,97,99,100,95,0,,m.0bwjc2c_0004,m.0bwjc2c
17539,m.0bqx9w_0003,m.0bqx9w_0004,0.52552664,m.0bqx9w,m.0bqx9w,../../../data/tests/images/adults_full_final/m.0bqx9w_0003.jpg,26.560854,40.54147,0.581055,0.505757,0.02268,0.022183,0.0,7.10965,12,0.92547,0.0,0.0,0.063602,0.066724,0.165996,0.0,0.142283,82.859554,0.376549,2.924772,3.07476,1.208342,1.447355,-15.079765,-14.818718,3.426557,-5468.829102,0.0,80,81,85,100,97,100.0,100.0,89,89,100,100,100,99,90,83,100,86,66,37,100,100,13,3,93,93,100,48,100,,m.0bqx9w_0003,m.0bqx9w
13479,m.02r1n93_0004,m.02r1n93_0002,0.52551615,m.02r1n93,m.02r1n93,../../../data/tests/images/adults_full_final/m.02r1n93_0004.jpg,24.185896,84.508885,0.679784,0.161574,0.011923,0.311315,0.0,6.574065,-39,0.909269,14.796168,0.0,0.080553,0.007167,0.05625,0.0,0.095283,86.150165,0.348831,2.76576,2.881968,1.311525,1.555196,-2.731129,3.545219,-1.016556,336.931549,0.0,61,61,89,32,97,100.0,100.0,82,11,100,37,100,100,96,94,100,90,69,23,100,100,29,8,100,100,100,74,100,,m.02r1n93_0004,m.02r1n93
15355,m.04jfk9n_0002,m.04jfk9n_0003,0.5254709,m.04jfk9n,m.04jfk9n,../../../data/tests/images/adults_full_final/m.04jfk9n_0002.jpg,22.09823,45.946651,0.653031,0.363205,0.018082,0.02738,0.0,7.036721,-8,0.953284,0.0,0.0,0.082277,0.009108,0.0,0.0,0.007838,95.704629,0.388189,2.567141,2.640789,1.17855,1.397516,6.718813,18.756092,3.87434,-7822.838867,0.0,41,78,88,96,100,100.0,100.0,88,65,100,100,100,100,96,100,100,99,78,45,100,100,10,2,99,90,100,36,100,,m.04jfk9n_0002,m.04jfk9n
17643,m.04g43h_0004,m.04g43h_0003,0.52546597,m.04g43h,m.04g43h,../../../data/tests/images/adults_full_final/m.04g43h_0004.jpg,26.72839,43.903424,0.484568,0.275927,0.034493,0.229209,0.0,7.338547,-34,0.945427,0.0,0.0,0.053253,0.00738,0.0,0.0,0.0,86.074812,0.338759,2.82539,2.82539,1.343137,1.608812,2.294291,-11.681736,-0.466306,-5161.618652,0.0,81,79,80,82,85,100.0,100.0,92,18,100,100,100,97,96,100,100,100,69,20,100,100,36,13,100,96,100,49,100,,m.04g43h_0004,m.04g43h
20788,m.01rcnr_0001,m.01rcnr_0002,0.52539706,m.01rcnr,m.01rcnr,../../../data/tests/images/adults_full_final/m.01rcnr_0001.jpg,22.28133,54.514229,0.227509,0.191458,0.027698,0.420207,0.0,6.522057,-10,0.954291,0.0,0.0,0.06099,0.0,0.0,0.0,0.006963,83.333718,0.378917,2.879309,2.939546,1.200791,1.43831,5.082812,-6.89251,-1.400097,-14515.610352,0.0,43,74,64,46,92,100.0,100.0,82,62,100,100,100,98,97,100,100,99,66,39,100,100,12,3,99,99,100,13,100,,m.01rcnr_0001,m.01rcnr
18931,m.04jnt1_0001,m.04jnt1_0003,0.5252809,m.04jnt1,m.04jnt1,../../../data/tests/images/adults_full_final/m.04jnt1_0001.jpg,25.34329,16.422028,0.08845,0.043877,0.003104,0.863799,0.0,4.833527,-35,0.915194,0.0,0.0,0.094431,0.0,0.0,0.0,0.003926,79.114463,0.38755,3.050919,3.141798,1.174041,1.406269,13.194299,-7.956161,0.297107,1147.466919,0.0,71,92,48,4,47,70.0,100.0,60,17,100,100,100,100,97,100,100,100,61,45,100,100,9,2,95,98,100,77,100,,m.04jnt1_0001,m.04jnt1
20798,m.0d8p05_0004,m.0d8p05_0001,0.52526903,m.0d8p05,m.0d8p05,../../../data/tests/images/adults_full_final/m.0d8p05_0004.jpg,22.206799,87.5733,0.371173,0.274344,0.042516,0.159853,0.001735,7.413987,-37,0.954018,0.0,0.0,0.096956,0.008702,0.019828,0.0,0.046501,97.469765,0.406296,3.158877,3.172206,1.132179,1.32908,39.669191,3.151232,2.543301,-3167.420898,0.486786,42,60,74,82,77,100.0,85.0,93,14,100,100,100,100,96,98,100,95,80,59,100,100,6,1,59,100,100,59,0,,m.0d8p05_0004,m.0d8p05
9157,m.06tj7y_0002,m.06tj7y_0004,0.5250474,m.06tj7y,m.06tj7y,../../../data/tests/images/adults_full_final/m.06tj7y_0002.jpg,25.740522,42.958177,0.355281,0.144712,0.006598,0.339645,0.0,6.322369,-38,0.95142,0.0,0.0,0.028653,0.160643,0.0,0.0,0.009696,76.172821,0.451312,3.186572,3.213576,1.002632,1.213129,-13.523738,-0.859385,-0.981137,-12829.554688,0.0,74,79,73,25,78,100.0,100.0,79,13,100,100,100,70,66,100,100,99,58,99,100,100,2,0,95,100,100,17,100,,m.06tj7y_0002,m.06tj7y
20816,m.02x8mzk_0006,m.02x8mzk_0002,0.5249969,m.02x8mzk,m.02x8mzk,../../../data/tests/images/adults_full_final/m.02x8mzk_0006.jpg,20.7493,4.603777,0.752595,0.024865,0.000465,0.990023,0.0,3.979175,3,0.798615,0.0,0.0,0.034577,0.136677,0.0,0.0,0.032983,92.461296,0.388016,2.761364,2.784091,1.146861,1.430354,17.87105,-20.212582,-4.995188,-6923.879395,0.058508,30,98,92,3,9,4.0,100.0,50,81,100,100,100,81,74,100,100,97,75,45,100,100,7,2,91,88,99,40,0,,m.02x8mzk_0006,m.02x8mzk
18847,m.0h66m24_0002,m.0h66m24_0004,0.52482307,m.0h66m24,m.0h66m24,../../../data/tests/images/adults_full_final/m.0h66m24_0002.jpg,23.023779,94.04755,0.389273,0.311625,0.083601,0.366055,0.0,7.285278,-35,0.92122,0.0,0.0,0.058388,0.034129,0.0,0.0,0.033889,82.848818,0.373514,2.938151,2.938151,1.224855,1.452423,8.089702,9.434357,2.306896,-7862.966309,0.0,50,57,75,90,50,100.0,100.0,91,17,100,100,100,98,94,100,100,97,66,36,100,100,15,3,98,97,100,36,100,,m.0h66m24_0002,m.0h66m24
20838,m.080gs5b_0003,m.080gs5b_0004,0.5248169,m.080gs5b,m.080gs5b,../../../data/tests/images/adults_full_final/m.080gs5b_0003.jpg,25.859745,64.778427,0.293698,0.134599,0.011529,0.469199,0.0,6.425887,-40,0.920315,0.0,0.0,0.090852,0.187083,0.0,0.0,0.00839,87.441519,0.429493,3.07667,3.051031,1.059389,1.268939,-26.861915,3.328886,-4.520903,-8309.807617,0.0,75,70,69,21,96,100.0,100.0,80,10,100,100,100,100,55,100,100,99,71,80,100,100,3,0,80,100,99,34,100,,m.080gs5b_0003,m.080gs5b
3633,m.04vq3h_0002,m.04vq3h_0001,0.52480125,m.04vq3h,m.04vq3h,../../../data/tests/images/adults_full_final/m.04vq3h_0002.jpg,27.607399,39.541868,0.711662,0.304746,0.011143,0.040417,0.0,6.692892,-38,0.952746,0.0,0.0,0.067446,0.0,0.0,0.0,0.000125,82.066446,0.372754,2.938272,3.0,1.227352,1.455385,9.246889,-12.039211,-1.49379,-10486.942383,0.0,85,81,90,89,95,100.0,100.0,84,13,100,100,100,99,97,100,100,100,65,35,100,100,15,3,97,96,100,25,100,,m.04vq3h_0002,m.04vq3h
13381,m.04f40j8_0002,m.04f40j8_0001,0.5247013,m.04f40j8,m.04f40j8,../../../data/tests/images/adults_full_final/m.04f40j8_0002.jpg,23.0947,57.139193,0.667778,0.130341,0.004679,0.43518,0.0,5.969517,-35,0.928513,0.0,0.0,0.09455,0.150087,0.0,0.0,0.006116,93.920833,0.466692,2.858824,2.847059,0.980304,1.162436,25.174356,16.296295,8.306795,-11604.006836,0.119898,51,73,89,20,64,100.0,100.0,75,17,100,100,100,100,70,100,100,99,77,83,100,100,1,0,82,92,98,21,0,,m.04f40j8_0002,m.04f40j8
12157,m.0lpyls9_0001,m.0lpyls9_0003,0.5246217,m.0lpyls9,m.0lpyls9,../../../data/tests/images/adults_full_final/m.0lpyls9_0001.jpg,21.839895,11.123033,0.306641,0.111165,0.008306,0.562732,0.0,6.189626,-12,0.923824,0.0,0.0,0.081331,0.078934,0.0,0.0,0.005658,94.301079,0.41658,2.925926,3.012346,1.092227,1.308271,-30.801003,-0.344628,-1.551625,-5225.669922,0.0,39,94,70,14,86,100.0,100.0,77,58,100,100,100,100,88,100,100,99,77,68,100,100,4,1,74,100,100,49,100,,m.0lpyls9_0001,m.0lpyls9
6879,m.04cxxw__0001,m.04cxxw__0003,0.52455646,m.04cxxw_,m.04cxxw_,../../../data/tests/images/adults_full_final/m.04cxxw__0001.jpg,21.450008,30.868601,0.736842,0.292571,0.007135,0.001873,0.0,6.242741,-15,0.934997,100.0,0.0,0.089454,0.009821,0.0,0.0,0.007358,93.819898,0.360009,2.652174,2.695652,1.243026,1.534685,-11.303637,-11.283298,2.723104,-9906.266602,0.013087,36,85,91,86,81,100.0,100.0,78,53,100,0,100,100,96,100,100,99,77,28,100,100,17,7,96,96,100,27,100,,m.04cxxw__0001,m.04cxxw_
11945,m.04bnvr_0001,m.04bnvr_0003,0.5245429,m.04bnvr,m.04bnvr,../../../data/tests/images/adults_full_final/m.04bnvr_0001.jpg,21.993063,20.520983,0.247041,0.264802,0.011363,0.061084,0.0,6.743509,-40,0.861246,0.0,0.0,0.098887,0.311527,0.0,0.0,0.008138,86.765707,0.509634,3.038212,3.08949,0.887893,1.074301,-25.966977,6.761985,-1.464391,-12292.444336,0.0,40,90,66,79,96,100.0,100.0,84,10,100,100,100,100,13,100,100,99,70,47,100,100,1,0,81,99,100,19,100,,m.04bnvr_0001,m.04bnvr
13353,m.0fkc7f_0001,m.0fkc7f_0005,0.52441865,m.0fkc7f,m.0fkc7f,../../../data/tests/images/adults_full_final/m.0fkc7f_0001.jpg,16.428925,18.403416,0.679184,0.270843,0.014928,0.098878,0.0,6.807793,-11,0.875288,0.0,0.0,0.101169,0.006754,0.0,0.0,0.011355,86.123564,0.370171,2.855422,2.963855,1.229162,1.472293,-15.4783,-3.376426,1.57007,7041.931152,0.0,7,91,89,80,100,100.0,100.0,85,60,100,100,100,100,96,100,100,99,69,34,100,100,15,4,93,100,100,92,100,,m.0fkc7f_0001,m.0fkc7f
20896,m.09v6lxs_0001,m.09v6lxs_0003,0.5243619,m.09v6lxs,m.09v6lxs,../../../data/tests/images/adults_full_final/m.09v6lxs_0001.jpg,23.974148,34.144808,0.712604,0.360533,0.012723,0.005809,0.0,6.86799,-38,0.951348,0.0,0.0,0.081798,0.078166,0.0,0.0,0.001404,94.084449,0.38513,2.595745,2.659574,1.174928,1.421598,-2.427775,-0.972068,0.327852,-12088.116211,0.0,59,84,90,96,98,100.0,100.0,86,13,100,100,100,100,88,100,100,100,77,43,100,100,10,2,100,100,100,20,100,,m.09v6lxs_0001,m.09v6lxs
11475,m.09gdxmj_0002,m.09gdxmj_0001,0.5243467,m.09gdxmj,m.09gdxmj,../../../data/tests/images/adults_full_final/m.09gdxmj_0002.jpg,18.266493,12.434737,0.458776,0.124115,0.018602,0.55955,0.0,6.300176,-10,0.884257,0.459243,0.0,0.046254,0.160102,0.0,0.0,0.079388,92.905427,0.37476,2.720711,2.720711,1.227451,1.440921,14.242043,-0.662779,0.794584,-14692.631836,0.0,14,94,79,18,100,100.0,100.0,79,62,100,98,100,93,66,100,100,92,76,36,100,100,15,3,94,100,100,13,100,,m.09gdxmj_0002,m.09gdxmj
20912,m.02qpz4p_0002,m.02qpz4p_0001,0.5242434,m.02qpz4p,m.02qpz4p,../../../data/tests/images/adults_full_final/m.02qpz4p_0002.jpg,22.100752,8.991164,0.494277,0.152576,0.018051,0.450452,0.0,6.507735,-26,0.848761,2.08634,0.0,0.095345,0.009545,0.0,0.0,0.001291,79.92533,0.370414,3.076923,3.051282,1.214858,1.484827,12.601542,-7.584609,-2.665974,3371.937988,6.4e-05,41,95,81,28,100,100.0,100.0,81,32,100,90,100,100,96,100,100,100,62,34,100,100,14,4,95,98,100,84,100,,m.02qpz4p_0002,m.02qpz4p
8151,m.01w7n7b_0003,m.01w7n7b_0002,0.52410555,m.01w7n7b,m.01w7n7b,../../../data/tests/images/adults_full_final/m.01w7n7b_0003.jpg,22.837278,35.786544,0.494031,0.369867,0.021884,0.019743,0.0,7.221213,-36,0.935296,0.0,0.0,0.051366,0.093363,0.0,0.0,0.021584,85.228992,0.402549,2.891566,2.927711,1.130299,1.353874,13.132556,-5.95357,-1.693211,-12972.099609,0.0,48,83,81,97,98,100.0,100.0,90,15,100,100,100,96,86,100,100,98,68,56,100,100,6,1,95,99,100,17,100,,m.01w7n7b_0003,m.01w7n7b
4227,m.0kn0gp4_0001,m.0kn0gp4_0004,0.52403456,m.0kn0gp4,m.0kn0gp4,../../../data/tests/images/adults_full_final/m.0kn0gp4_0001.jpg,19.360826,268.985224,0.423673,0.303901,0.034622,0.108444,0.001274,7.419774,-40,0.918177,0.0,0.0,0.052937,0.16871,0.0,0.0,0.002769,96.272498,0.387833,2.562361,2.604025,1.173187,1.405246,4.270497,-2.500322,2.508888,-11407.802734,0.0,20,13,77,89,85,100.0,89.0,93,10,100,100,100,96,63,100,100,100,79,45,100,100,9,2,99,100,100,22,100,,m.0kn0gp4_0001,m.0kn0gp4
19487,m.03d2pr0_0003,m.03d2pr0_0005,0.52395225,m.03d2pr0,m.03d2pr0,../../../data/tests/images/adults_full_final/m.03d2pr0_0003.jpg,19.905357,93.272551,0.331429,0.49985,0.039628,0.018842,0.000327,7.65408,-26,0.862837,0.0,0.0,0.079198,0.007482,0.0,0.0,0.031626,83.69773,0.334145,2.891356,2.927498,1.369165,1.623545,7.37125,3.609127,0.298552,-9302.195312,0.360434,23,58,72,100,80,100.0,97.0,96,32,100,100,100,100,96,100,100,97,66,18,100,100,42,15,98,100,100,30,0,,m.03d2pr0_0003,m.03d2pr0
16233,m.06czcn_0003,m.06czcn_0002,0.52390116,m.06czcn,m.06czcn,../../../data/tests/images/adults_full_final/m.06czcn_0003.jpg,25.172039,106.665387,0.622041,0.414467,0.052638,0.0719,0.001321,7.729204,-42,0.950983,0.0,0.0,0.098226,0.106219,0.0,0.0,0.062386,87.131225,0.353829,2.778882,2.871899,1.307127,1.519093,-9.218811,-4.091138,1.37744,-14201.755859,0.0,70,52,87,99,69,100.0,88.0,97,8,100,100,100,100,83,100,100,94,70,25,100,100,28,6,97,99,100,14,100,,m.06czcn_0003,m.06czcn
